Packetnummer;Ware;fuellstand;veschickt um;angekommen um
533;milch;0;2017-06-15 00:50:32.146;2017-06-15 00:50:32.146
534;milch;0;2017-06-15 00:50:38.15;2017-06-15 00:50:38.15
535;milch;0;2017-06-15 00:50:44.154;2017-06-15 00:50:44.155
536;milch;0;2017-06-15 00:50:50.159;2017-06-15 00:50:50.159
537;milch;0;2017-06-15 00:50:56.164;2017-06-15 00:50:56.164
538;milch;0;2017-06-15 00:51:02.177;2017-06-15 00:51:02.177
539;milch;0;2017-06-15 00:51:08.181;2017-06-15 00:51:08.181
540;milch;0;2017-06-15 00:51:14.197;2017-06-15 00:51:14.198
541;milch;0;2017-06-15 00:51:20.202;2017-06-15 00:51:20.202
542;milch;0;2017-06-15 00:51:26.205;2017-06-15 00:51:26.205
543;milch;0;2017-06-15 00:51:32.209;2017-06-15 00:51:32.209
544;milch;0;2017-06-15 00:51:38.213;2017-06-15 00:51:38.213
545;milch;0;2017-06-15 00:51:44.217;2017-06-15 00:51:44.218
546;milch;0;2017-06-15 00:51:50.222;2017-06-15 00:51:50.222
547;milch;0;2017-06-15 00:51:56.226;2017-06-15 00:51:56.226
548;milch;0;2017-06-15 00:52:02.23;2017-06-15 00:52:02.23
549;milch;0;2017-06-15 00:52:08.234;2017-06-15 00:52:08.234
550;milch;0;2017-06-15 00:52:14.238;2017-06-15 00:52:14.239
551;milch;0;2017-06-15 00:52:20.243;2017-06-15 00:52:20.243
552;milch;0;2017-06-15 00:52:26.247;2017-06-15 00:52:26.247
553;milch;0;2017-06-15 00:52:32.251;2017-06-15 00:52:32.251
554;milch;0;2017-06-15 00:52:38.255;2017-06-15 00:52:38.255
555;milch;0;2017-06-15 00:52:44.27;2017-06-15 00:52:44.271
556;milch;0;2017-06-15 00:52:50.275;2017-06-15 00:52:50.275
557;milch;0;2017-06-15 00:52:56.279;2017-06-15 00:52:56.279
558;milch;0;2017-06-15 00:53:02.283;2017-06-15 00:53:02.283
559;milch;0;2017-06-15 00:53:08.302;2017-06-15 00:53:08.302
560;milch;0;2017-06-15 00:53:14.332;2017-06-15 00:53:14.333
561;milch;0;2017-06-15 00:53:20.337;2017-06-15 00:53:20.337
562;milch;0;2017-06-15 00:53:26.341;2017-06-15 00:53:26.341
563;milch;0;2017-06-15 00:53:32.345;2017-06-15 00:53:32.345
564;milch;0;2017-06-15 00:53:38.349;2017-06-15 00:53:38.349
565;milch;0;2017-06-15 00:53:44.353;2017-06-15 00:53:44.354
566;milch;0;2017-06-15 00:53:50.358;2017-06-15 00:53:50.358
567;milch;0;2017-06-15 00:53:56.362;2017-06-15 00:53:56.362
568;milch;0;2017-06-15 00:54:02.366;2017-06-15 00:54:02.366
569;milch;0;2017-06-15 00:54:08.37;2017-06-15 00:54:08.37
570;milch;0;2017-06-15 00:54:14.374;2017-06-15 00:54:14.375
571;milch;0;2017-06-15 00:54:20.392;2017-06-15 00:54:20.392
572;milch;0;2017-06-15 00:54:26.396;2017-06-15 00:54:26.396
573;milch;0;2017-06-15 00:54:32.4;2017-06-15 00:54:32.4
574;milch;0;2017-06-15 00:54:38.404;2017-06-15 00:54:38.404
575;milch;0;2017-06-15 00:54:44.408;2017-06-15 00:54:44.409
576;milch;0;2017-06-15 00:54:50.44;2017-06-15 00:54:50.44
577;milch;0;2017-06-15 00:54:56.444;2017-06-15 00:54:56.444
578;milch;0;2017-06-15 00:55:02.448;2017-06-15 00:55:02.448
579;milch;0;2017-06-15 00:55:08.452;2017-06-15 00:55:08.452
580;milch;0;2017-06-15 00:55:14.456;2017-06-15 00:55:14.457
581;milch;0;2017-06-15 00:55:20.461;2017-06-15 00:55:20.461
582;milch;0;2017-06-15 00:55:26.465;2017-06-15 00:55:26.465
583;milch;0;2017-06-15 00:55:32.469;2017-06-15 00:55:32.469
584;milch;0;2017-06-15 00:55:38.473;2017-06-15 00:55:38.473
585;milch;0;2017-06-15 00:55:44.492;2017-06-15 00:55:44.493
586;milch;0;2017-06-15 00:55:50.497;2017-06-15 00:55:50.497
587;milch;0;2017-06-15 00:55:56.501;2017-06-15 00:55:56.501
588;milch;0;2017-06-15 00:56:02.505;2017-06-15 00:56:02.505
589;milch;0;2017-06-15 00:56:08.509;2017-06-15 00:56:08.509
590;milch;0;2017-06-15 00:56:14.513;2017-06-15 00:56:14.514
591;milch;0;2017-06-15 00:56:20.518;2017-06-15 00:56:20.518
592;milch;0;2017-06-15 00:56:26.522;2017-06-15 00:56:26.522
593;milch;0;2017-06-15 00:56:32.526;2017-06-15 00:56:32.526
594;milch;0;2017-06-15 00:56:38.53;2017-06-15 00:56:38.53
595;milch;0;2017-06-15 00:56:44.534;2017-06-15 00:56:44.535
596;milch;0;2017-06-15 00:56:50.543;2017-06-15 00:56:50.543
597;milch;0;2017-06-15 00:56:56.548;2017-06-15 00:56:56.548
598;milch;0;2017-06-15 00:57:02.553;2017-06-15 00:57:02.553
599;milch;0;2017-06-15 00:57:08.568;2017-06-15 00:57:08.568
600;milch;0;2017-06-15 00:57:14.573;2017-06-15 00:57:14.574
601;milch;0;2017-06-15 00:57:20.579;2017-06-15 00:57:20.579
602;milch;0;2017-06-15 00:57:26.584;2017-06-15 00:57:26.584
603;milch;0;2017-06-15 00:57:32.59;2017-06-15 00:57:32.59
604;milch;0;2017-06-15 00:57:38.596;2017-06-15 00:57:38.596
605;milch;0;2017-06-15 00:57:44.602;2017-06-15 00:57:44.603
606;milch;0;2017-06-15 00:57:50.607;2017-06-15 00:57:50.607
607;milch;0;2017-06-15 00:57:56.613;2017-06-15 00:57:56.613
608;milch;0;2017-06-15 00:58:02.629;2017-06-15 00:58:02.629
609;milch;0;2017-06-15 00:58:08.642;2017-06-15 00:58:08.642
610;milch;0;2017-06-15 00:58:14.647;2017-06-15 00:58:14.648
611;milch;0;2017-06-15 00:58:20.652;2017-06-15 00:58:20.652
612;milch;0;2017-06-15 00:58:26.657;2017-06-15 00:58:26.657
613;milch;0;2017-06-15 00:58:32.662;2017-06-15 00:58:32.662
614;milch;0;2017-06-15 00:58:38.667;2017-06-15 00:58:38.667
615;milch;0;2017-06-15 00:58:44.672;2017-06-15 00:58:44.673
616;milch;0;2017-06-15 00:58:50.676;2017-06-15 00:58:50.676
617;milch;0;2017-06-15 00:58:56.68;2017-06-15 00:58:56.68
618;milch;0;2017-06-15 00:59:02.685;2017-06-15 00:59:02.685
619;milch;0;2017-06-15 00:59:08.69;2017-06-15 00:59:08.69
620;milch;0;2017-06-15 00:59:14.694;2017-06-15 00:59:14.695
621;milch;0;2017-06-15 00:59:20.699;2017-06-15 00:59:20.699
622;milch;0;2017-06-15 00:59:26.703;2017-06-15 00:59:26.703
623;milch;0;2017-06-15 00:59:32.708;2017-06-15 00:59:32.708
624;milch;0;2017-06-15 00:59:38.712;2017-06-15 00:59:38.712
625;milch;0;2017-06-15 00:59:44.716;2017-06-15 00:59:44.717
626;milch;0;2017-06-15 00:59:50.721;2017-06-15 00:59:50.721
627;milch;0;2017-06-15 00:59:56.725;2017-06-15 00:59:56.725
628;milch;0;2017-06-15 01:00:02.729;2017-06-15 01:00:02.729
629;milch;0;2017-06-15 01:00:08.733;2017-06-15 01:00:08.733
630;milch;0;2017-06-15 01:00:14.737;2017-06-15 01:00:14.738
631;milch;0;2017-06-15 01:00:20.742;2017-06-15 01:00:20.742
632;milch;0;2017-06-15 01:00:26.746;2017-06-15 01:00:26.746
633;milch;0;2017-06-15 01:00:32.76;2017-06-15 01:00:32.76
634;milch;0;2017-06-15 01:00:38.764;2017-06-15 01:00:38.764
635;milch;0;2017-06-15 01:00:44.768;2017-06-15 01:00:44.769
636;milch;0;2017-06-15 01:00:50.773;2017-06-15 01:00:50.773
637;milch;0;2017-06-15 01:00:56.777;2017-06-15 01:00:56.777
638;milch;0;2017-06-15 01:01:02.781;2017-06-15 01:01:02.781
639;milch;0;2017-06-15 01:01:08.785;2017-06-15 01:01:08.785
640;milch;0;2017-06-15 01:01:14.789;2017-06-15 01:01:14.79
641;milch;0;2017-06-15 01:01:20.802;2017-06-15 01:01:20.802
642;milch;0;2017-06-15 01:01:26.806;2017-06-15 01:01:26.806
643;milch;0;2017-06-15 01:01:32.81;2017-06-15 01:01:32.81
644;milch;0;2017-06-15 01:01:38.814;2017-06-15 01:01:38.814
645;milch;0;2017-06-15 01:01:44.818;2017-06-15 01:01:44.819
646;milch;0;2017-06-15 01:01:50.823;2017-06-15 01:01:50.823
647;milch;0;2017-06-15 01:01:56.827;2017-06-15 01:01:56.827
648;milch;0;2017-06-15 01:02:02.831;2017-06-15 01:02:02.831
649;milch;0;2017-06-15 01:02:08.835;2017-06-15 01:02:08.835
650;milch;0;2017-06-15 01:02:14.839;2017-06-15 01:02:14.84
651;milch;0;2017-06-15 01:02:20.844;2017-06-15 01:02:20.844
652;milch;0;2017-06-15 01:02:26.848;2017-06-15 01:02:26.848
653;milch;0;2017-06-15 01:02:32.852;2017-06-15 01:02:32.852
654;milch;0;2017-06-15 01:02:38.856;2017-06-15 01:02:38.856
655;milch;0;2017-06-15 01:02:44.86;2017-06-15 01:02:44.861
656;milch;0;2017-06-15 01:02:50.865;2017-06-15 01:02:50.865
657;milch;0;2017-06-15 01:02:56.879;2017-06-15 01:02:56.879
658;milch;0;2017-06-15 01:03:02.883;2017-06-15 01:03:02.883
659;milch;0;2017-06-15 01:03:08.887;2017-06-15 01:03:08.887
660;milch;0;2017-06-15 01:03:14.891;2017-06-15 01:03:14.892
661;milch;0;2017-06-15 01:03:20.896;2017-06-15 01:03:20.896
662;milch;0;2017-06-15 01:03:26.9;2017-06-15 01:03:26.9
663;milch;0;2017-06-15 01:03:32.904;2017-06-15 01:03:32.904
664;milch;0;2017-06-15 01:03:38.908;2017-06-15 01:03:38.908
665;milch;0;2017-06-15 01:03:44.913;2017-06-15 01:03:44.914
666;milch;0;2017-06-15 01:03:50.919;2017-06-15 01:03:50.919
667;milch;0;2017-06-15 01:03:56.923;2017-06-15 01:03:56.923
668;milch;0;2017-06-15 01:04:02.928;2017-06-15 01:04:02.928
669;milch;0;2017-06-15 01:04:08.933;2017-06-15 01:04:08.933
670;milch;0;2017-06-15 01:04:14.938;2017-06-15 01:04:14.939
671;milch;0;2017-06-15 01:04:20.944;2017-06-15 01:04:20.944
672;milch;0;2017-06-15 01:04:26.949;2017-06-15 01:04:26.949
673;milch;0;2017-06-15 01:04:32.954;2017-06-15 01:04:32.954
674;milch;0;2017-06-15 01:04:38.959;2017-06-15 01:04:38.959
675;milch;0;2017-06-15 01:04:44.964;2017-06-15 01:04:44.965
676;milch;0;2017-06-15 01:04:50.97;2017-06-15 01:04:50.97
677;milch;0;2017-06-15 01:04:56.975;2017-06-15 01:04:56.975
678;milch;0;2017-06-15 01:05:02.979;2017-06-15 01:05:02.979
679;milch;0;2017-06-15 01:05:08.984;2017-06-15 01:05:08.984
680;milch;0;2017-06-15 01:05:14.993;2017-06-15 01:05:14.994
681;milch;0;2017-06-15 01:05:21.008;2017-06-15 01:05:21.008
682;milch;0;2017-06-15 01:05:27.013;2017-06-15 01:05:27.013
683;milch;0;2017-06-15 01:05:33.018;2017-06-15 01:05:33.018
684;milch;0;2017-06-15 01:05:39.023;2017-06-15 01:05:39.023
685;milch;0;2017-06-15 01:05:45.028;2017-06-15 01:05:45.029
686;milch;0;2017-06-15 01:05:51.034;2017-06-15 01:05:51.034
687;milch;0;2017-06-15 01:05:57.039;2017-06-15 01:05:57.039
688;milch;0;2017-06-15 01:06:03.052;2017-06-15 01:06:03.052
689;milch;0;2017-06-15 01:06:09.057;2017-06-15 01:06:09.057
690;milch;0;2017-06-15 01:06:15.062;2017-06-15 01:06:15.063
691;milch;0;2017-06-15 01:06:21.068;2017-06-15 01:06:21.068
692;milch;0;2017-06-15 01:06:27.073;2017-06-15 01:06:27.073
693;milch;0;2017-06-15 01:06:33.077;2017-06-15 01:06:33.077
694;milch;0;2017-06-15 01:06:39.082;2017-06-15 01:06:39.082
695;milch;0;2017-06-15 01:06:45.088;2017-06-15 01:06:45.089
696;milch;0;2017-06-15 01:06:51.094;2017-06-15 01:06:51.094
697;milch;0;2017-06-15 01:06:57.1;2017-06-15 01:06:57.1
698;milch;0;2017-06-15 01:07:03.13;2017-06-15 01:07:03.13
699;milch;0;2017-06-15 01:07:09.135;2017-06-15 01:07:09.135
700;milch;0;2017-06-15 01:07:15.141;2017-06-15 01:07:15.142
701;milch;0;2017-06-15 01:07:21.147;2017-06-15 01:07:21.147
702;milch;0;2017-06-15 01:07:27.152;2017-06-15 01:07:27.152
703;milch;0;2017-06-15 01:07:33.173;2017-06-15 01:07:33.173
704;milch;0;2017-06-15 01:07:39.178;2017-06-15 01:07:39.178
705;milch;0;2017-06-15 01:07:45.193;2017-06-15 01:07:45.194
706;milch;0;2017-06-15 01:07:51.198;2017-06-15 01:07:51.198
707;milch;0;2017-06-15 01:07:57.224;2017-06-15 01:07:57.224
708;milch;0;2017-06-15 01:08:03.229;2017-06-15 01:08:03.229
709;milch;0;2017-06-15 01:08:09.234;2017-06-15 01:08:09.234
710;milch;0;2017-06-15 01:08:15.238;2017-06-15 01:08:15.239
711;milch;0;2017-06-15 01:08:21.243;2017-06-15 01:08:21.243
712;milch;0;2017-06-15 01:08:27.344;2017-06-15 01:08:27.344
713;milch;0;2017-06-15 01:08:33.349;2017-06-15 01:08:33.349
714;milch;0;2017-06-15 01:08:39.354;2017-06-15 01:08:39.354
715;milch;0;2017-06-15 01:08:45.358;2017-06-15 01:08:45.359
716;milch;0;2017-06-15 01:08:51.364;2017-06-15 01:08:51.364
717;milch;0;2017-06-15 01:08:57.38;2017-06-15 01:08:57.38
718;milch;0;2017-06-15 01:09:03.385;2017-06-15 01:09:03.385
719;milch;0;2017-06-15 01:09:09.395;2017-06-15 01:09:09.395
720;milch;0;2017-06-15 01:09:15.4;2017-06-15 01:09:15.401
721;milch;0;2017-06-15 01:09:21.405;2017-06-15 01:09:21.405
722;milch;0;2017-06-15 01:09:27.41;2017-06-15 01:09:27.41
723;milch;0;2017-06-15 01:09:33.415;2017-06-15 01:09:33.415
724;milch;0;2017-06-15 01:09:39.42;2017-06-15 01:09:39.42
725;milch;0;2017-06-15 01:09:45.425;2017-06-15 01:09:45.426
726;milch;0;2017-06-15 01:09:51.43;2017-06-15 01:09:51.43
727;milch;0;2017-06-15 01:09:57.435;2017-06-15 01:09:57.435
728;milch;0;2017-06-15 01:10:03.44;2017-06-15 01:10:03.44
729;milch;0;2017-06-15 01:10:09.455;2017-06-15 01:10:09.455
730;milch;0;2017-06-15 01:10:15.46;2017-06-15 01:10:15.461
731;milch;0;2017-06-15 01:10:21.465;2017-06-15 01:10:21.465
732;milch;0;2017-06-15 01:10:27.47;2017-06-15 01:10:27.47
733;milch;0;2017-06-15 01:10:33.475;2017-06-15 01:10:33.475
734;milch;0;2017-06-15 01:10:39.49;2017-06-15 01:10:39.49
735;milch;0;2017-06-15 01:10:45.495;2017-06-15 01:10:45.496
736;milch;0;2017-06-15 01:10:51.692;2017-06-15 01:10:51.692
737;milch;0;2017-06-15 01:10:57.697;2017-06-15 01:10:57.697
738;milch;0;2017-06-15 01:11:03.702;2017-06-15 01:11:03.702
739;milch;0;2017-06-15 01:11:09.707;2017-06-15 01:11:09.707
740;milch;0;2017-06-15 01:11:15.712;2017-06-15 01:11:15.713
741;milch;0;2017-06-15 01:11:21.717;2017-06-15 01:11:21.717
742;milch;0;2017-06-15 01:11:27.722;2017-06-15 01:11:27.722
743;milch;0;2017-06-15 01:11:33.727;2017-06-15 01:11:33.727
744;milch;0;2017-06-15 01:11:39.732;2017-06-15 01:11:39.732
745;milch;0;2017-06-15 01:11:45.738;2017-06-15 01:11:45.739
746;milch;0;2017-06-15 01:11:51.744;2017-06-15 01:11:51.744
747;milch;0;2017-06-15 01:11:57.749;2017-06-15 01:11:57.749
748;milch;0;2017-06-15 01:12:03.754;2017-06-15 01:12:03.754
749;milch;0;2017-06-15 01:12:09.759;2017-06-15 01:12:09.759
750;milch;0;2017-06-15 01:12:15.764;2017-06-15 01:12:15.765
751;milch;0;2017-06-15 01:12:21.769;2017-06-15 01:12:21.769
752;milch;0;2017-06-15 01:12:27.774;2017-06-15 01:12:27.774
753;milch;0;2017-06-15 01:12:33.79;2017-06-15 01:12:33.79
754;milch;0;2017-06-15 01:12:39.795;2017-06-15 01:12:39.795
755;milch;0;2017-06-15 01:12:45.802;2017-06-15 01:12:45.803
756;milch;0;2017-06-15 01:12:51.817;2017-06-15 01:12:51.817
757;milch;0;2017-06-15 01:12:57.832;2017-06-15 01:12:57.832
758;milch;0;2017-06-15 01:13:03.837;2017-06-15 01:13:03.837
759;milch;0;2017-06-15 01:13:10.023;2017-06-15 01:13:10.023
760;milch;0;2017-06-15 01:13:16.028;2017-06-15 01:13:16.029
761;milch;0;2017-06-15 01:13:22.033;2017-06-15 01:13:22.033
762;milch;0;2017-06-15 01:13:28.038;2017-06-15 01:13:28.038
763;milch;0;2017-06-15 01:13:34.043;2017-06-15 01:13:34.043
764;milch;0;2017-06-15 01:13:40.048;2017-06-15 01:13:40.048
765;milch;0;2017-06-15 01:13:46.053;2017-06-15 01:13:46.054
766;milch;0;2017-06-15 01:13:52.067;2017-06-15 01:13:52.067
767;milch;0;2017-06-15 01:13:58.072;2017-06-15 01:13:58.072
768;milch;0;2017-06-15 01:14:04.077;2017-06-15 01:14:04.077
769;milch;0;2017-06-15 01:14:10.082;2017-06-15 01:14:10.082
770;milch;0;2017-06-15 01:14:16.098;2017-06-15 01:14:16.099
771;milch;0;2017-06-15 01:14:22.104;2017-06-15 01:14:22.104
772;milch;0;2017-06-15 01:14:28.109;2017-06-15 01:14:28.109
773;milch;0;2017-06-15 01:14:34.114;2017-06-15 01:14:34.114
774;milch;0;2017-06-15 01:14:40.119;2017-06-15 01:14:40.119
775;milch;0;2017-06-15 01:14:46.132;2017-06-15 01:14:46.133
776;milch;0;2017-06-15 01:14:52.137;2017-06-15 01:14:52.137
777;milch;0;2017-06-15 01:14:58.153;2017-06-15 01:14:58.153
778;milch;0;2017-06-15 01:15:04.158;2017-06-15 01:15:04.158
779;milch;0;2017-06-15 01:15:10.162;2017-06-15 01:15:10.162
780;milch;0;2017-06-15 01:15:16.171;2017-06-15 01:15:16.172
781;milch;0;2017-06-15 01:15:22.176;2017-06-15 01:15:22.176
782;milch;0;2017-06-15 01:15:28.181;2017-06-15 01:15:28.181
783;milch;0;2017-06-15 01:15:34.186;2017-06-15 01:15:34.186
784;milch;0;2017-06-15 01:15:40.191;2017-06-15 01:15:40.191
785;milch;0;2017-06-15 01:15:46.196;2017-06-15 01:15:46.197
786;milch;0;2017-06-15 01:15:52.201;2017-06-15 01:15:52.201
787;milch;0;2017-06-15 01:15:58.206;2017-06-15 01:15:58.206
788;milch;0;2017-06-15 01:16:04.211;2017-06-15 01:16:04.211
789;milch;0;2017-06-15 01:16:10.222;2017-06-15 01:16:10.222
790;milch;0;2017-06-15 01:16:16.227;2017-06-15 01:16:16.228
791;milch;0;2017-06-15 01:16:22.239;2017-06-15 01:16:22.239
792;milch;0;2017-06-15 01:16:28.244;2017-06-15 01:16:28.244
793;milch;0;2017-06-15 01:16:34.249;2017-06-15 01:16:34.249
794;milch;0;2017-06-15 01:16:40.254;2017-06-15 01:16:40.254
795;milch;0;2017-06-15 01:16:46.259;2017-06-15 01:16:46.26
796;milch;0;2017-06-15 01:16:52.264;2017-06-15 01:16:52.264
797;milch;0;2017-06-15 01:16:58.269;2017-06-15 01:16:58.269
798;milch;0;2017-06-15 01:17:04.274;2017-06-15 01:17:04.274
799;milch;0;2017-06-15 01:17:10.278;2017-06-15 01:17:10.278
800;milch;0;2017-06-15 01:17:16.283;2017-06-15 01:17:16.284
801;milch;0;2017-06-15 01:17:22.3;2017-06-15 01:17:22.3
802;milch;0;2017-06-15 01:17:28.305;2017-06-15 01:17:28.305
803;milch;0;2017-06-15 01:17:34.309;2017-06-15 01:17:34.309
804;milch;0;2017-06-15 01:17:40.314;2017-06-15 01:17:40.314
805;milch;0;2017-06-15 01:17:46.318;2017-06-15 01:17:46.319
806;milch;0;2017-06-15 01:17:52.323;2017-06-15 01:17:52.323
807;milch;0;2017-06-15 01:17:58.327;2017-06-15 01:17:58.327
808;milch;0;2017-06-15 01:18:04.342;2017-06-15 01:18:04.342
809;milch;0;2017-06-15 01:18:10.346;2017-06-15 01:18:10.346
810;milch;0;2017-06-15 01:18:16.351;2017-06-15 01:18:16.352
811;milch;0;2017-06-15 01:18:22.356;2017-06-15 01:18:22.356
812;milch;0;2017-06-15 01:18:28.36;2017-06-15 01:18:28.36
813;milch;0;2017-06-15 01:18:34.364;2017-06-15 01:18:34.364
814;milch;0;2017-06-15 01:18:40.368;2017-06-15 01:18:40.368
815;milch;0;2017-06-15 01:18:46.372;2017-06-15 01:18:46.373
816;milch;0;2017-06-15 01:18:52.378;2017-06-15 01:18:52.378
817;milch;0;2017-06-15 01:18:58.382;2017-06-15 01:18:58.382
818;milch;0;2017-06-15 01:19:04.386;2017-06-15 01:19:04.386
819;milch;0;2017-06-15 01:19:10.391;2017-06-15 01:19:10.391
820;milch;0;2017-06-15 01:19:16.397;2017-06-15 01:19:16.398
821;milch;0;2017-06-15 01:19:22.427;2017-06-15 01:19:22.427
822;milch;0;2017-06-15 01:19:28.432;2017-06-15 01:19:28.432
823;milch;0;2017-06-15 01:19:34.437;2017-06-15 01:19:34.437
824;milch;0;2017-06-15 01:19:40.442;2017-06-15 01:19:40.442
825;milch;0;2017-06-15 01:19:46.459;2017-06-15 01:19:46.46
826;milch;0;2017-06-15 01:19:52.465;2017-06-15 01:19:52.465
827;milch;0;2017-06-15 01:19:58.47;2017-06-15 01:19:58.47
828;milch;0;2017-06-15 01:20:04.475;2017-06-15 01:20:04.475
829;milch;0;2017-06-15 01:20:10.48;2017-06-15 01:20:10.48
830;milch;0;2017-06-15 01:20:16.485;2017-06-15 01:20:16.486
831;milch;0;2017-06-15 01:20:22.491;2017-06-15 01:20:22.491
832;milch;0;2017-06-15 01:20:28.496;2017-06-15 01:20:28.496
833;milch;0;2017-06-15 01:20:34.501;2017-06-15 01:20:34.501
834;milch;0;2017-06-15 01:20:40.506;2017-06-15 01:20:40.506
835;milch;0;2017-06-15 01:20:46.511;2017-06-15 01:20:46.512
836;milch;0;2017-06-15 01:20:52.523;2017-06-15 01:20:52.523
837;milch;0;2017-06-15 01:20:58.528;2017-06-15 01:20:58.535
838;milch;0;2017-06-15 01:21:04.612;2017-06-15 01:21:04.612
839;milch;0;2017-06-15 01:21:10.614;2017-06-15 01:21:10.614
840;milch;0;2017-06-15 01:21:16.617;2017-06-15 01:21:16.618
841;milch;0;2017-06-15 01:21:22.621;2017-06-15 01:21:22.621
842;milch;0;2017-06-15 01:21:28.624;2017-06-15 01:21:28.624
843;milch;0;2017-06-15 01:21:34.627;2017-06-15 01:21:34.627
844;milch;0;2017-06-15 01:21:40.63;2017-06-15 01:21:40.63
845;milch;0;2017-06-15 01:21:46.633;2017-06-15 01:21:46.634
846;milch;0;2017-06-15 01:21:52.637;2017-06-15 01:21:52.637
847;milch;0;2017-06-15 01:21:58.64;2017-06-15 01:21:58.64
848;milch;0;2017-06-15 01:22:04.644;2017-06-15 01:22:04.644
849;milch;0;2017-06-15 01:22:10.647;2017-06-15 01:22:10.647
850;milch;0;2017-06-15 01:22:16.65;2017-06-15 01:22:16.651
851;milch;0;2017-06-15 01:22:22.673;2017-06-15 01:22:22.673
852;milch;0;2017-06-15 01:22:28.676;2017-06-15 01:22:28.676
853;milch;0;2017-06-15 01:22:34.68;2017-06-15 01:22:34.68
854;milch;0;2017-06-15 01:22:40.684;2017-06-15 01:22:40.684
855;milch;0;2017-06-15 01:22:46.688;2017-06-15 01:22:46.689
856;milch;0;2017-06-15 01:22:52.693;2017-06-15 01:22:52.693
857;milch;0;2017-06-15 01:22:58.697;2017-06-15 01:22:58.697
858;milch;0;2017-06-15 01:23:04.7;2017-06-15 01:23:04.7
859;milch;0;2017-06-15 01:23:10.703;2017-06-15 01:23:10.703
860;milch;0;2017-06-15 01:23:16.706;2017-06-15 01:23:16.707
861;milch;0;2017-06-15 01:23:22.71;2017-06-15 01:23:22.71
862;milch;0;2017-06-15 01:23:28.712;2017-06-15 01:23:28.712
863;milch;0;2017-06-15 01:23:34.715;2017-06-15 01:23:34.715
864;milch;0;2017-06-15 01:23:40.718;2017-06-15 01:23:40.718
865;milch;0;2017-06-15 01:23:46.721;2017-06-15 01:23:46.722
866;milch;0;2017-06-15 01:23:52.725;2017-06-15 01:23:52.725
867;milch;0;2017-06-15 01:23:58.728;2017-06-15 01:23:58.728
868;milch;0;2017-06-15 01:24:04.731;2017-06-15 01:24:04.731
869;milch;0;2017-06-15 01:24:10.734;2017-06-15 01:24:10.734
870;milch;0;2017-06-15 01:24:16.737;2017-06-15 01:24:16.738
871;milch;0;2017-06-15 01:24:22.74;2017-06-15 01:24:22.74
872;milch;0;2017-06-15 01:24:28.743;2017-06-15 01:24:28.743
873;milch;0;2017-06-15 01:24:34.755;2017-06-15 01:24:34.755
874;milch;0;2017-06-15 01:24:40.758;2017-06-15 01:24:40.758
875;milch;0;2017-06-15 01:24:46.761;2017-06-15 01:24:46.762
876;milch;0;2017-06-15 01:24:52.764;2017-06-15 01:24:52.764
877;milch;0;2017-06-15 01:24:58.767;2017-06-15 01:24:58.767
878;milch;0;2017-06-15 01:25:04.77;2017-06-15 01:25:04.77
879;milch;0;2017-06-15 01:25:10.773;2017-06-15 01:25:10.773
880;milch;0;2017-06-15 01:25:16.776;2017-06-15 01:25:16.777
881;milch;0;2017-06-15 01:25:22.779;2017-06-15 01:25:22.779
882;milch;0;2017-06-15 01:25:28.782;2017-06-15 01:25:28.782
883;milch;0;2017-06-15 01:25:34.785;2017-06-15 01:25:34.785
884;milch;0;2017-06-15 01:25:40.788;2017-06-15 01:25:40.788
885;milch;0;2017-06-15 01:25:46.791;2017-06-15 01:25:46.792
886;milch;0;2017-06-15 01:25:52.794;2017-06-15 01:25:52.794
887;milch;0;2017-06-15 01:25:58.796;2017-06-15 01:25:58.796
888;milch;0;2017-06-15 01:26:04.799;2017-06-15 01:26:04.799
889;milch;0;2017-06-15 01:26:10.802;2017-06-15 01:26:10.802
890;milch;0;2017-06-15 01:26:16.805;2017-06-15 01:26:16.806
891;milch;0;2017-06-15 01:26:22.808;2017-06-15 01:26:22.808
892;milch;0;2017-06-15 01:26:28.81;2017-06-15 01:26:28.81
893;milch;0;2017-06-15 01:26:34.813;2017-06-15 01:26:34.813
894;milch;0;2017-06-15 01:26:40.816;2017-06-15 01:26:40.816
895;milch;0;2017-06-15 01:26:46.819;2017-06-15 01:26:46.82
896;milch;0;2017-06-15 01:26:52.823;2017-06-15 01:26:52.823
897;milch;0;2017-06-15 01:26:58.826;2017-06-15 01:26:58.826
898;milch;0;2017-06-15 01:27:04.849;2017-06-15 01:27:04.849
899;milch;0;2017-06-15 01:27:10.851;2017-06-15 01:27:10.851
900;milch;0;2017-06-15 01:27:16.854;2017-06-15 01:27:16.855
901;milch;0;2017-06-15 01:27:22.858;2017-06-15 01:27:22.858
902;milch;0;2017-06-15 01:27:28.861;2017-06-15 01:27:28.861
903;milch;0;2017-06-15 01:27:34.864;2017-06-15 01:27:34.864
904;milch;0;2017-06-15 01:27:40.867;2017-06-15 01:27:40.867
905;milch;0;2017-06-15 01:27:46.87;2017-06-15 01:27:46.871
906;milch;0;2017-06-15 01:27:52.874;2017-06-15 01:27:52.874
907;milch;0;2017-06-15 01:27:58.877;2017-06-15 01:27:58.877
908;milch;0;2017-06-15 01:28:04.88;2017-06-15 01:28:04.88
909;milch;0;2017-06-15 01:28:10.883;2017-06-15 01:28:10.883
